data_profile,N,L,K,off_pct,active_pct,T,samples,winner_rate,u_bf_mean,u_i_mean,u_g_mean,u_g_p05,u_g_p50,u_g_p95,u_g_db_mean,fraction_best_tested_u_g_mean,fraction_best_tested_u_g_p05,gap_to_best_tested_pct_mean,elapsed_seconds_mean
gaussian,5000,8,1250,75.0,25.0,0,100,0.0,53565.707419632214,7357290.063397,6.418910948159689e+30,2.2647671893573334e+29,4.1659412696794386e+30,2.068500843915244e+31,305.21597914816374,0.06704127795380732,0.015475722777010975,93.29587220461926,0.00013331177848158404
gaussian,5000,8,1250,75.0,25.0,1,100,0.0,56445.25131726028,8099188.821581974,8.176140966799296e+30,8.84999174578436e+29,5.859838493088181e+30,2.2744422555058965e+31,307.23575604074597,0.09633826520990878,0.0443573421689927,90.36617347900912,3.701156034367159e-05
gaussian,5000,8,1250,75.0,25.0,2,100,0.0,58227.880245720924,8603423.619371483,9.77568606981914e+30,1.2690922878238482e+30,7.920288658063517e+30,2.5213285681761086e+31,308.3779750031541,0.1216122624290148,0.063215401160826,87.83877375709852,3.385835036169738e-05
gaussian,5000,8,1250,75.0,25.0,3,100,0.0,59597.93957990581,9013002.622908432,1.1377349220245414e+31,1.464698144342458e+30,9.322968842418762e+30,2.7796443322854244e+31,309.20434239561547,0.14548207393415788,0.07786239374378645,85.4517926065842,3.16089199623093e-05
gaussian,5000,8,1250,75.0,25.0,4,100,0.0,60584.96537227773,9306129.878469119,1.2679975691763424e+31,1.9093305865954738e+30,1.173677234881264e+31,2.985474862081252e+31,309.7918284372596,0.16545360045845328,0.09828600120909074,83.45463995415466,3.145872062304988e-05
gaussian,5000,8,1250,75.0,25.0,5,100,0.0,61426.48802056565,9586425.336197658,1.4012491764817642e+31,2.45188508665036e+30,1.2923581218373144e+31,3.1153004834481234e+31,310.2813085697226,0.18455157562619243,0.11545605910110798,81.54484243738075,3.104806848568842e-05
gaussian,5000,8,1250,75.0,25.0,6,100,0.0,62114.81109532976,9818054.048613949,1.509037844760211e+31,2.928623229864399e+30,1.397962134576978e+31,3.304847145726886e+31,310.67780976036346,0.20116953932061685,0.13034170067171572,79.88304606793831,3.119472094113007e-05
gaussian,5000,8,1250,75.0,25.0,7,100,0.0,62757.04351157067,10018007.49569922,1.6278647496780597e+31,3.162581653185203e+30,1.5795553824991704e+31,3.4745862250302023e+31,311.03835713554173,0.21782693962154426,0.1435727621608478,78.21730603784557,3.00144701031968e-05
gaussian,5000,8,1250,75.0,25.0,8,100,0.0,63320.92960931228,10204723.389703216,1.7441830539401906e+31,3.209650504476243e+30,1.6338612042730157e+31,3.8159065714770693e+31,311.35069494338364,0.2338810485562311,0.1595066284740988,76.61189514437689,2.9318170272745193e-05
gaussian,5000,8,1250,75.0,25.0,9,100,0.0,63920.37592815985,10399825.631344998,1.8694691359679575e+31,3.4232447316189806e+30,1.7390030805830337e+31,4.239004081184857e+31,311.6842719920168,0.25206905307823274,0.1773509169217859,74.79309469217672,2.9981588886585088e-05
gaussian,5000,8,1250,75.0,25.0,10,100,0.0,64335.39238789326,10561196.23742189,1.9646553290872658e+31,3.589156522378215e+30,1.822657922664437e+31,4.427118845222706e+31,311.9086057516454,0.26481439320246236,0.1854588347394589,73.51856067975376,2.9803498182445765e-05
gaussian,5000,8,1250,75.0,25.0,11,100,0.0,64722.42375403302,10681360.181853445,2.050950805432405e+31,3.7491926104470673e+30,1.8706628714885428e+31,4.455532170343805e+31,312.12109674580074,0.27788256394873867,0.1959814361660633,72.21174360512613,3.040766081539914e-05
gaussian,5000,8,1250,75.0,25.0,12,100,0.0,65114.13275737082,10795411.958635716,2.1456223779837132e+31,3.956305224948137e+30,1.9466951569854426e+31,4.57309498353865e+31,312.3325931798557,0.2912351382156169,0.2149070673009888,70.87648617843831,3.033501037862152e-05
gaussian,5000,8,1250,75.0,25.0,13,100,0.0,65421.05648427626,10915903.547472734,2.2237548018837764e+31,4.2304849077880283e+30,1.9980796453037698e+31,4.626940920970934e+31,312.4972592915446,0.3016724560513527,0.2318435652850783,69.83275439486474,2.9760270554106682e-05
