data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label,rule_note
rayleigh,42,0,500,10,125,1.0,1.0,75.0,25.0,188,639.1656921746189,12144.020184285384,2.5068162826462915e+17,173.99122506931263,3.575941056091279e+18,0.07010228198186226,92.98977180181377,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,1,500,10,125,1.0,1.0,75.0,25.0,188,614.0867667673766,9606.426303174385,2.1457991381574563e+17,173.31589066524373,2.256064393761866e+18,0.0951124951969767,90.48875048030233,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,2,500,10,125,1.0,1.0,75.0,25.0,188,636.0344435768048,9296.359343864367,3.839602094329901e+17,175.84286219890768,3.4731722883914004e+18,0.11055029165017934,88.94497083498206,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,3,500,10,125,1.0,1.0,75.0,25.0,188,695.8133201267458,15947.724712072682,5.5791952127818694e+17,177.46571557386486,8.973611896499387e+18,0.06217335089963404,93.7826649100366,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,4,500,10,125,1.0,1.0,75.0,25.0,188,710.2094541559306,13639.380207331562,8.814467938984544e+17,179.45196102439436,1.1206565983417483e+19,0.07865449551653414,92.13455044834659,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,5,500,10,125,1.0,1.0,75.0,25.0,188,676.9938382643243,9163.20828974556,7.3297747455914e+17,178.65090628358746,5.586365237126999e+18,0.13120829796229033,86.87917020377097,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,6,500,10,125,1.0,1.0,75.0,25.0,188,693.3258887154178,13928.759756432057,5.7504191098987206e+17,177.596994986867,6.008490714712034e+18,0.09570488468624218,90.42951153137578,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,7,500,10,125,1.0,1.0,75.0,25.0,188,639.3305803715906,11166.218171298056,2.866801233462637e+17,174.57397582655986,3.359305876369037e+18,0.08533909500855778,91.46609049914423,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,8,500,10,125,1.0,1.0,75.0,25.0,188,748.4571969258534,13812.454628612848,1.7733126290305626e+18,182.48785307001924,1.121115183984377e+19,0.15817399089434453,84.18260091056555,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,9,500,10,125,1.0,1.0,75.0,25.0,188,603.4874921068408,11983.106370571482,1.4089530360710005e+17,171.48896517229204,1.6708054373959844e+18,0.0843277741702175,91.56722258297825,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,10,500,10,125,1.0,1.0,75.0,25.0,188,610.7937003497667,7288.919234626705,2.9099906423839104e+17,174.6389159243348,2.4893747945436114e+18,0.11689644519428069,88.31035548057193,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,11,500,10,125,1.0,1.0,75.0,25.0,188,777.4438335657501,13197.921995839295,2.4902489780967593e+18,183.96242770552718,3.219092999768116e+19,0.07735871496338073,92.26412850366192,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,12,500,10,125,1.0,1.0,75.0,25.0,188,686.8164972121614,9874.531987047796,8.1058960129277e+17,179.08801028063291,8.370640628351656e+18,0.0968372239691278,90.31627760308723,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,13,500,10,125,1.0,1.0,75.0,25.0,188,512.3320803479701,7835.454417642688,3.2152142801847772e+16,165.07209922081614,6.16376617062485e+17,0.05216314492116491,94.7836855078835,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,14,500,10,125,1.0,1.0,75.0,25.0,188,683.2461327318296,12413.52859340081,6.020982903452983e+17,177.79667394032168,8.251907468105615e+18,0.07296474090050861,92.70352590994914,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,15,500,10,125,1.0,1.0,75.0,25.0,188,751.4803471694216,16475.88178848984,1.413447801009459e+18,181.50279774514857,1.512943776996547e+19,0.09342368318639013,90.65763168136098,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
rayleigh,42,16,500,10,125,1.0,1.0,75.0,25.0,188,660.6955628313349,9054.647412108696,5.891744605633609e+17,177.70243912853556,5.038777776560535e+18,0.11692805015218014,88.30719498478199,False,strong_weak,heuristic,188,strong/weak H3,outside_dense_0_to_K
