data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label,rule_note
gaussian,42,0,1000,10,250,1.0,1.0,75.0,25.0,375,2227.3559522176793,59022.33878227539,1.6330339152846394e+23,232.12995204374155,1.7493902065637052e+24,0.09334875141963768,90.66512485803622,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,1,1000,10,250,1.0,1.0,75.0,25.0,375,2781.6547690758152,92317.25770850775,1.5266282499941292e+24,241.83733294664893,1.671938473266791e+25,0.09130887735427602,90.8691122645724,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,2,1000,10,250,1.0,1.0,75.0,25.0,375,2604.457507369578,95963.81775041559,7.083921285190142e+23,238.50273726770226,5.973010744552956e+24,0.11859883713837738,88.14011628616227,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,3,1000,10,250,1.0,1.0,75.0,25.0,375,2533.4517115505137,62990.96684347047,6.672037201931768e+23,238.24258459174743,4.612546685403977e+24,0.14464974897804023,85.53502510219597,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,4,1000,10,250,1.0,1.0,75.0,25.0,375,2663.0855902367684,94306.93973743434,8.909159732554928e+23,239.498367454821,5.993043711627887e+24,0.1486583472646646,85.13416527353354,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,5,1000,10,250,1.0,1.0,75.0,25.0,375,2524.4579670571775,82269.5038865704,5.1475348766993235e+23,237.11599297826592,4.657283554021965e+24,0.11052655087436075,88.94734491256393,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,6,1000,10,250,1.0,1.0,75.0,25.0,375,2723.816342516554,82011.1061940196,1.2785563124337356e+24,241.0671986074769,1.1070881654304585e+25,0.11548821063737112,88.45117893626289,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,7,1000,10,250,1.0,1.0,75.0,25.0,375,2013.8139422078486,48670.2732460896,6.348025214986351e+22,228.02638643147034,5.120989678629137e+23,0.12396090625759053,87.60390937424096,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,8,1000,10,250,1.0,1.0,75.0,25.0,375,2131.7315513972558,41848.22176380547,1.2194776594746622e+23,230.86173848556473,8.679982448099524e+23,0.1404931020041021,85.9506897995898,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
gaussian,42,9,1000,10,250,1.0,1.0,75.0,25.0,375,2130.2243010099464,47123.9433790955,1.161448140094219e+23,230.6499982285452,8.519696540775026e+23,0.1363250597642253,86.36749402357748,False,strong_weak,heuristic,375,strong/weak H3,outside_dense_0_to_K
