candidate_id,subset,active_count,u_bf,u_i,u_g,objective_value,bf_floor_reference,bf_floor_required,interference_ceiling,direct_scan_objective_value,direct_scan_verified
152335,3 7 9 11 12 13 15 16 17,9,15.166587198403548,19.985939088955206,307.06537682014306,307.06537682014306,19.542943316120358,,,307.06537682014306,True
