data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label
nakagami,42,0,2000,4,500,1.0,1.0,75.0,25.0,50,25449.787083795138,8689141.999870088,1466639808475248.8,151.66323468718028,1627725513015255.8,0.9010363213871323,9.89636786128677,False,T_0p025N,N,50,T_0p025N
nakagami,42,1,2000,4,500,1.0,1.0,75.0,25.0,50,26193.366907320313,5033947.070279566,1713068366739727.8,152.3377469554305,1755205568831825.8,0.9759930102545525,2.400698974544746,False,T_0p025N,N,50,T_0p025N
nakagami,42,2,2000,4,500,1.0,1.0,75.0,25.0,50,20043.088876701386,891150.4601495112,619657483347640.5,147.92151698859124,662286802542267.8,0.9356331440835157,6.436685591648428,False,T_0p025N,N,50,T_0p025N
nakagami,42,3,2000,4,500,1.0,1.0,75.0,25.0,50,28017.70048915358,4560386.074696877,2294124214936052.0,153.6061692899717,2584404405493508.0,0.8876800434404053,11.23199565595947,False,T_0p025N,N,50,T_0p025N
nakagami,42,4,2000,4,500,1.0,1.0,75.0,25.0,50,24850.900712718947,2815933.466046121,1427925732041450.0,151.54705619902794,1570145822418529.8,0.9094223680715113,9.057763192848867,False,T_0p025N,N,50,T_0p025N
nakagami,42,5,2000,4,500,1.0,1.0,75.0,25.0,50,25434.18807085285,721615.3917909246,1612881980059433.2,152.07602589779438,1653816137981017.5,0.9752486645997077,2.4751335400292285,False,T_0p025N,N,50,T_0p025N
nakagami,42,6,2000,4,500,1.0,1.0,75.0,25.0,50,26744.40873254987,3702885.237303043,1916917461484363.8,152.82603413455212,2062929823472195.5,0.92922087783768,7.077912216231996,False,T_0p025N,N,50,T_0p025N
nakagami,42,7,2000,4,500,1.0,1.0,75.0,25.0,50,25927.12361428152,5033288.3308937345,1663796580422357.5,152.211002273631,1735380892898365.0,0.9587500860652843,4.124991393471566,False,T_0p025N,N,50,T_0p025N
nakagami,42,8,2000,4,500,1.0,1.0,75.0,25.0,50,29077.797196956093,6091680.152812373,2627985995609158.0,154.1962304656283,2781066515114815.5,0.944956181855529,5.504381814447101,False,T_0p025N,N,50,T_0p025N
nakagami,42,9,2000,4,500,1.0,1.0,75.0,25.0,50,21217.798156287165,3879741.427544607,736054075215148.8,148.66909721545193,837453961032861.1,0.8789188534105775,12.108114658942249,False,T_0p025N,N,50,T_0p025N
