data_profile,generator_seed,sample,N,L,K,sigma,P,off_pct,active_pct,T,u_bf,u_i,u_g,u_g_db,best_tested_u_g,fraction_best_tested_u_g,gap_to_best_tested_pct,is_best_tested_T,formula,formula_family,formula_T,formula_label
twdp,42,0,1000,6,250,1.0,1.0,75.0,25.0,25,5397.5173587150575,500268.5052122454,3.9262783890403635e+17,175.9398108959351,4.0062726423317126e+17,0.9800327485338614,1.9967251466138647,False,T_0p025N,N,25,T_0p025N
twdp,42,1,1000,6,250,1.0,1.0,75.0,25.0,25,5693.057705738418,366104.07446539943,5.880039400155936e+17,177.69380236146372,6.331137056379845e+17,0.9287493459378926,7.12506540621074,False,T_0p025N,N,25,T_0p025N
twdp,42,2,1000,6,250,1.0,1.0,75.0,25.0,25,5778.078687329906,346346.65385688416,6.477259522140932e+17,178.113912981309,6.742098745412223e+17,0.9607185784023847,3.9281421597615274,False,T_0p025N,N,25,T_0p025N
twdp,42,3,1000,6,250,1.0,1.0,75.0,25.0,25,5602.108046107855,335699.0070709918,5.427454229490661e+17,177.34596169673495,6.322633547647098e+17,0.858416700665885,14.158329933411496,False,T_0p025N,N,25,T_0p025N
twdp,42,4,1000,6,250,1.0,1.0,75.0,25.0,25,5479.411840890548,418060.74071207165,4.584759143430829e+17,176.61316525300154,4.8786721817412166e+17,0.9397555262248654,6.024447377513464,False,T_0p025N,N,25,T_0p025N
twdp,42,5,1000,6,250,1.0,1.0,75.0,25.0,25,6115.837537212844,449049.61598453694,9.101049800561782e+17,179.59091490815038,1.1117910769763049e+18,0.8185935279597273,18.14064720402727,False,T_0p025N,N,25,T_0p025N
twdp,42,6,1000,6,250,1.0,1.0,75.0,25.0,25,5397.092461906246,448788.16967390716,3.958083646017763e+17,175.97484967894655,4.566412143264265e+17,0.8667819552503987,13.32180447496013,False,T_0p025N,N,25,T_0p025N
twdp,42,7,1000,6,250,1.0,1.0,75.0,25.0,25,5759.670861230254,314591.0646054782,6.595209753841906e+17,178.19228612389963,6.674821773080614e+17,0.988072787267552,1.1927212732448012,False,T_0p025N,N,25,T_0p025N
twdp,42,8,1000,6,250,1.0,1.0,75.0,25.0,25,5590.2308835881695,332260.66662142304,5.302945115909412e+17,177.24517132307884,6.075921408866607e+17,0.8727803997218941,12.721960027810585,False,T_0p025N,N,25,T_0p025N
twdp,42,9,1000,6,250,1.0,1.0,75.0,25.0,25,5376.6637145835775,307885.70559817116,4.258411938313214e+17,176.29247670696233,4.617932596067065e+17,0.9221468372968367,7.785316270316334,False,T_0p025N,N,25,T_0p025N
