candidate_id,subset,active_count,u_bf,u_i,u_g,objective_value,bf_floor_reference,bf_floor_required,interference_ceiling,direct_scan_objective_value,direct_scan_verified
554,1 3 6 8 9,5,9.035585986598992,2.63096138235926,26.928516274409876,26.928516274409876,10.529024653109442,,,26.928516274409876,True
